"TIME","GEO","INDIC_ED","Value"
"2007","Romania","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.77"
"2007","Romania","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.17"
"2007","Romania","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.08"
"2007","Romania","Total public expenditure on education as % of total public expenditure, for all levels of education combined","11.11"
"2007","Romania","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","10.89"
"2007","Romania","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.21"
"2007","Romania","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.50"
"2007","Romania","Total public expenditure on education as % of gross national income, for all levels of education combined","4.40"
"2007","Slovenia","Total public expenditure on education as % of GDP, for all levels of education combined","5.15"
"2007","Slovenia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","2.33"
"2007","Slovenia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.16"
"2007","Slovenia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.21"
"2007","Slovenia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.46"
"2007","Slovenia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.74"
"2007","Slovenia","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.42"
"2007","Slovenia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","12.15"
"2007","Slovenia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","11.16"
"2007","Slovenia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.98"
"2007","Slovenia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.72"
"2007","Slovenia","Total public expenditure on education as % of gross national income, for all levels of education combined","5.27"
"2007","Slovakia","Total public expenditure on education as % of GDP, for all levels of education combined","3.62"
"2007","Slovakia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","0.67"
"2007","Slovakia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.69"
"2007","Slovakia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.79"
"2007","Slovakia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.47"
"2007","Slovakia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","3.34"
"2007","Slovakia","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.28"
"2007","Slovakia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.59"
"2007","Slovakia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.76"
"2007","Slovakia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.82"
"2007","Slovakia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.53"
"2007","Slovakia","Total public expenditure on education as % of gross national income, for all levels of education combined","3.74"
"2007","Finland","Total public expenditure on education as % of GDP, for all levels of education combined","5.90"
